experiment_id	hypothesis_id	candidate	budget	status	accuracy	mean_query_ops	p95_latency_us	state_bytes	knowledge_compute_slope	depth_compute_slope	integrity_ok	plan_sha256	result_path	created_at
EXP-20260830-0012	HYP-0008	robust_dense_causal	screen	complete	1.0	543.3611111111111	42.169444444444444	48532.0	0.7916556143803847	-0.002846421621489809	True	49c5ec489cbf4870f14ac4e4715395ce5e22b469c2ea146a6b24b07fd8f6d532	research/results/EXP-20260830-0012.json	2026-08-30T02:29:51Z
EXP-20260830-0012	HYP-0008	robust_local_causal	screen	complete	1.0	25.5	3.9055555555555554	48532.0	0.0	0.39751039710117014	True	49c5ec489cbf4870f14ac4e4715395ce5e22b469c2ea146a6b24b07fd8f6d532	research/results/EXP-20260830-0012.json	2026-08-30T02:29:51Z
EXP-20260830-0012	HYP-0008	noninvariant_local_causal	screen	complete	0.08333333333333333	1.8333333333333333	1.1749999999999998	47972.0	0.0		True	49c5ec489cbf4870f14ac4e4715395ce5e22b469c2ea146a6b24b07fd8f6d532	research/results/EXP-20260830-0012.json	2026-08-30T02:29:51Z
EXP-20260830-0012	HYP-0008	oracle_adversarial_causal	screen	complete	1.0	25.5	3.736111111111111	11248.0	0.0	0.39751039710117014	True	49c5ec489cbf4870f14ac4e4715395ce5e22b469c2ea146a6b24b07fd8f6d532	research/results/EXP-20260830-0012.json	2026-08-30T02:29:51Z
EXP-20260830-0013	HYP-0009	random_pointer_guess	quick	complete	0.041666666666666664	1.0	1.1500000000000001	64.0	0.0	0.0	True	020132d764270f1427d346577fa351e6680b9358587f6ed82fbc083c5baf0fdf	research/results/EXP-20260830-0013.json	2026-08-30T02:48:42Z
EXP-20260830-0013	HYP-0009	pointer_trace_memorizer	quick	complete	0.0	24.666666666666668	1.1166666666666667	5056.0	0.766716100040537	0.10862823102471995	True	020132d764270f1427d346577fa351e6680b9358587f6ed82fbc083c5baf0fdf	research/results/EXP-20260830-0013.json	2026-08-30T02:48:42Z
EXP-20260830-0013	HYP-0009	dense_pointer_controller	quick	complete	1.0	82.5	3.483333333333333	960.0	0.8581035169997041	1.0000000000000002	True	020132d764270f1427d346577fa351e6680b9358587f6ed82fbc083c5baf0fdf	research/results/EXP-20260830-0013.json	2026-08-30T02:48:42Z
EXP-20260830-0013	HYP-0009	learned_hard_pointer	quick	complete	1.0	12.833333333333334	1.5	808.0	0.0	1.0	True	020132d764270f1427d346577fa351e6680b9358587f6ed82fbc083c5baf0fdf	research/results/EXP-20260830-0013.json	2026-08-30T02:48:42Z
EXP-20260830-0013	HYP-0009	oracle_pointer_machine	quick	complete	1.0	9.166666666666666	1.5666666666666667	272.0	0.0	1.0000000000000002	True	020132d764270f1427d346577fa351e6680b9358587f6ed82fbc083c5baf0fdf	research/results/EXP-20260830-0013.json	2026-08-30T02:48:42Z
EXP-20260830-0014	HYP-0008	random_latent_guess	quick	complete	0.6666666666666666	1.0	7.083333333333333	64.0	0.0	0.0	True	24fdc3ad86bea9d9f0d95798873cb54f8463b4e4a80be6921816f09b0e1d3bc1	research/results/EXP-20260830-0014.json	2026-08-30T03:04:43Z
EXP-20260830-0014	HYP-0008	raw_episode_predictor	quick	complete	0.0	71108.0	2181.616666666667	1029448.0	0.9903759964284036	0.0	True	24fdc3ad86bea9d9f0d95798873cb54f8463b4e4a80be6921816f09b0e1d3bc1	research/results/EXP-20260830-0014.json	2026-08-30T03:04:43Z
EXP-20260830-0014	HYP-0008	latent_factorized_causal	quick	complete	1.0	88.33333333333333	9.633333333333333	2037840.0	0.4020738719568888	0.25089563510049406	True	24fdc3ad86bea9d9f0d95798873cb54f8463b4e4a80be6921816f09b0e1d3bc1	research/results/EXP-20260830-0014.json	2026-08-30T03:04:43Z
EXP-20260830-0014	HYP-0008	oracle_representation_causal	quick	complete	1.0	88.33333333333333	10.383333333333335	2042240.0	0.4020738719568888	0.25089563510049406	True	24fdc3ad86bea9d9f0d95798873cb54f8463b4e4a80be6921816f09b0e1d3bc1	research/results/EXP-20260830-0014.json	2026-08-30T03:04:43Z
EXP-20260830-0014	HYP-0008	oracle_latent_causal	quick	complete	1.0	88.33333333333333	9.383333333333333	8576.0	0.4020738719568888	0.25089563510049406	True	24fdc3ad86bea9d9f0d95798873cb54f8463b4e4a80be6921816f09b0e1d3bc1	research/results/EXP-20260830-0014.json	2026-08-30T03:04:43Z
EXP-20260830-0015	HYP-0008	random_latent_independent	quick	complete	0.4583333333333333	1.0	1.5	2832.0	0.0	0.0	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	latent_majority_guess	quick	complete	0.5	1.0	0.7333333333333334	2832.0	0.0	0.0	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	latent_parity_shortcut	quick	complete	0.5416666666666666	5.0	1.7833333333333332	2832.0	0.0	0.0	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	raw_episode_predictor	quick	complete	0.4791666666666667	71156.0	1773.033333333333	1030024.0	0.9894776650711256	0.0	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	latent_factorized_mixed	quick	complete	1.0	73.66666666666667	12.183333333333332	2037736.0	0.4877941669800433	0.14624116727457093	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	oracle_representation_mixed	quick	complete	1.0	73.66666666666667	13.016666666666666	2042192.0	0.4877941669800433	0.14624116727457093	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0015	HYP-0008	oracle_latent_mixed	quick	complete	1.0	73.66666666666667	12.233333333333334	8576.0	0.4877941669800433	0.14624116727457093	True	fe1c96a8487cf2e44806bb33664cd032ab3cba99b83f2e500151ef6246baa3d6	research/results/EXP-20260830-0015.json	2026-08-30T03:16:44Z
EXP-20260830-0016	HYP-0008	random_latent_independent	screen	complete	0.3055555555555556	1.0	0.47500000000000003	2880.0	0.0	0.0	True	38a821487f420b458e6796834893273b7c699d28ea0726c4293ca6335afe0ede	research/results/EXP-20260830-0016.json	2026-08-30T03:26:29Z
